hate,female,filtered_text
1.0,1.0,რას გავხარ შე სასირცხცხვილო არსად არ სთქვა ქართველი რომ ხარ ქრისტი არა სირი ბლიად შენ მეტრაკე და რაგასეებს გაიძახი მერე საქართველოზე
1.0,1.0,Qaloba muteli Ar aris marto oqros sityvebia
1.0,0.0,შენი მაძუნგელა
1.0,1.0,მიუხედავად იმისა რომ კრისტი ლაბაძეს ვერ ვიტან ამ ვიდეოში კრისტი ლაბაძეა მართალი ის ვიღაცა დეგენერატი რუსი ჰომოფობი საერთოდ ხმას როგორ იღებს ახლა ვასაძისტ ფალავანდიშვილისტი ვითომ ქართველობის დამცველები არ გამომიხტეთ
1.0,1.0,She yleqalkaco shen sheni dedassheveci me qristi labadze
1.0,1.0,Qristii she satanis mociquloo yvela lgbt temis damcvelma da tviton lgbt pirevmac dagajvit tavze she plastmasis yvero lgbt temidan gariyuli xar shen vinc nornaluriaand shennairebi upuchebt saxels adamianobas tore transgenderebi vici bevr tradiciuli orientaciisas jobian adamianobit shen xar nabijvari
1.0,0.0,Vai ra debili aaa
1.0,0.0,ყლე
1.0,0.0,Kles atrevt tkuilad
1.0,0.0,Hen vinc mogtknavs imas moutkan misi ojaxi
1.0,1.0,Qristi she yleo ylifona bozandara bichi xar da gamoixexe prochi
1.0,1.0,კრისტი ჩვენი მინეტჩიკა ბიჭი
1.0,0.0,vai se degenerato
1.0,0.0,Gaaklevebdi Didi siamovnebit sheni momxreebianat dagamutelebdi Didi siamovnebit
1.0,0.0,საყლევეთიააა
1.0,0.0,sens dedas sheveci
1.0,0.0,დებილო
1.0,0.0,ყლეო
1.0,0.0,Ra sashinelebaa saqartvelo eseti gonebachamorchenili nagavi xalxit savse sawyali gogo Eg dampali vis aswavlis qalobas sarkeshi chaixedos jer Damplebi
1.0,0.0,Sakartveloshi verc gabedaven aset laparaks trakis mimcemebi
1.0,0.0,Ertianad xart dasacvavi tkve pidarastebo
1.0,0.0,განა არის სადმე ერი ჩვენისთანა ღლედაღვერი
1.0,0.0,yvela adamiani vinc magaze tqvas kai admianiao kristize tqvas ro kaia aamianiao ojaxianad unda movutyna kargis trakiii
1.0,0.0,ია ვ ვშოკე პაშლა ტი ნახუი ჯიგარია ის ქერა ასიანს ეუბნება ამ სირს
1.0,0.0,ყლეო
1.0,1.0,bozia eg cheemallaa kristi labaze
1.0,1.0,კრისტი შენ დინოზავრო ჩამოდი აბა საქართველოში ინტირნეტ სივრცეში რომ იჭიმები ვითომ მაგარი ხარ ჩამოეთრიე საქართველოში გეშინია ხო
1.0,1.0,qristi labadze neta camovides saqartvelosi vaiiii ras vuzam gavpizdav davasisxlianeb mag piderasts mezizgeba kacia da qalis pomada da tansacmeli acvia ar scxvenia mag geis
1.0,1.0,kristis dedis muteli movtyan eg qartveli araa magis dedis mutelshi sheca mtelma msofliom ra xdeba kimara vinc elgbts fania imas movutyan dedis muteli
1.0,0.0,eg plasmasis chuchu eg yle transi
1.0,0.0,ფუ ეს პიდარასტი
1.0,0.0,Orive mutlebi xart
1.0,1.0,Kristi r odis chazagldebi sheni jishdajilags Sheveci
1.0,0.0,ამოწყდეს ასეთი გეები ყველა და ამ მთავრობამ კიდევ ზომები უნდა მიიღონ და სამუდსმო მისცენ ასეთებს იქ ერთად შეყარონ და იტეხონ კისერი
1.0,0.0,ნაგავია ეგ ვიღაცაა საერთოდ რატომ უცვლით თავს ამ ნაგავ მინეტკას
1.0,0.0,აი თქვენ შეგცათ ალაზნის ველზე ვირმა ხახაში
1.0,0.0,საიდან მოდიხართ თქვენი გამზრდელიც და ყველაფერი საყურე კი არა სამში გრძელი ჩამოიკიდე
1.0,0.0,რუსი გოიმი და ტრანსი კუტუკაცი
1.0,0.0,ორი ნეხვის ბუზი ბზუიან ორივე ნეხვზე სხედან
1.0,0.0,es unda axmarino zooparks nabozari
1.0,0.0,Amati namshibi movtyan piradoba manaxe sheni bozi dedamovtyan
1.0,1.0,Saxo qalo jigari xar amis gaurkvebeli dedas sheveci kalia tu bichi tavs ver daadgam amis dedas sheveci
1.0,0.0,es unda motyna kacit dddd mara iseti ylis gijia esiamovneba amas moutyan damjmeli eseti yleebis salaparakoc ro movida
1.0,0.0,tqve gakuebulze gamovardnilo ylebo
1.0,0.0,ox orives mogityant dedis gvidzlebi
1.0,0.0,ფუ თქვენი ცისფერი და ბანძის დიალოგი
1.0,0.0,Trasylendero
1.0,0.0,wati seni gamzdeli movtyan midi iabdle mse se yleoo bolos waxvalam qveynidan da daitanjebi samudamod
1.0,0.0,მგონი ვერავინ ვერ ხვდება რომ საქარ ველო კავკასიაა და არა ევროპა ან აზია პიდარასტების ამოსა ები ხმა სადაა საქარ ველო ი რუსე ი რო რუსე ია იქ კრ ალავენ ესე რამეს და პუტინს სულ მაგარი კიდია ევროპა და მისი კანონები
1.0,1.0,ფუიიი კრისტი კიარა დედისტყვნაააა პიდარასტტ
1.0,0.0,ყველა იმ ყლეს შესცეს ბუღამ ვინც ამათ უჭერს მხარს ამათ ისევ თავიანთები ტყნავენ ამიტომ არ სჭირდებათ
1.0,0.0,იცის თურმე სადაც ცხოვრობს როგორ ეკადრება საქართველო მეც მიკვირს რა გინდათ საქართველოში თქვე დედამოტყნულებო
1.0,0.0,მათმოვუტყან დედისმუტლ ებისათითაოდ ყველას
1.0,0.0,მოგიყან ტრაკგედერობა
1.0,0.0,აუუ საცა ვნახავ იქ მოუტყანვ დედის მუტელს სახე თუ არ დაუშრამო ისე პლასტიკური ოპერაციამ ვერ მოუხერხოს თქვენი დედა შევეცი საქართველოში ისეა უკვე რამე გადახრა თუ არა აქვს ადამინს მაგარი ჩამორჩენილია აგერ იტალიაში ვცხოვრობ წელი აქ ვინმე სტრანსგენდერი დაინახონ ქუჩაში ჭშტვენა და დედის მუტლით აცილებენ გზაზე სამხრეთისკენ ანუ რომიდან დალშე და ზემოთაც იგივე ოღონდ ზემოთ მაინც კანონი მყარად არის და ასე მარტივად ვერ დაუშავებ თორე ქვემოთ ღამე ტრანსმა რო გაიაროს ან დაყაჩაღებულია ან კიდე გასისხლავენ უზომოდ საქართცელოში ასეთი სტერეო ტიპები არიან ანუ ცოტა ელგებეტეს მხრიდან თუ ახლოში არ ხარ აუუ იმენა მაგარი ტყიირი ხარ და რაღაც ჩარჩენილი იან წლიანებშიო ამჟამად არ ვიმყოფები საქართველოში მაგრამ როცა ჩამოვალ სადმე ვნახო მითუმეტეს ღამე იქ მოუტყნავ დედის მუტელს ბლაგვი ჯოხით უნდა ვცემო აბა მაგათ ხელით როგორ შევეხები ამათი სულით აყროლებული დედას ჩავაჯვი ყანყრატოში
1.0,0.0,ვერ ვიტან ამ ადამიანს მე ლგბტ ადამიანების ერთ ერთი დამცველი ქრისტი ლაბაძე მიმაჩნია ანომალიად და ბოროტების სიმბოლოდ წერტილი
1.0,0.0,Es yle vin miushva mikrofontan
1.0,1.0,sheni dedas sheveci pedarasto qristi
1.0,1.0,tkveni dedebimovtyan
1.0,0.0,magati deda sheveci
1.0,0.0,es adamiani aris mzgneri yle muteli gamoyleebuli xalxo zer is video naxet ra sityvebs izaxis zvartan es yle an ra videoebs debs vis mowons an vin cemi yle agulebs mag videoebs amas colat tu qmarat aravin ar gayveba arc vici cols iyvans tu qmars es yle gamosirebuli kristi labadze ara didi yle
1.0,0.0,Am lgbts dedas spheveci
1.0,0.0,tqveni lgbt deda sevecii erti lgbt dameqaparakos aba sadme momweros iqve unda movutyna dedis trakii moajvit abaaa saertot es lgbt ebi ra gaxdnen moasoret saqartvelodann qveyanas arcxvenenn
1.0,1.0,Kristi shen jish jilags shesca kartvelebma miwevixar shen mepire daqalebs
1.0,1.0,ქართველი ხარ თუ ნემეციი ქრისტი ლაბაძე შეგეციიი
1.0,0.0,Mogityant deda
1.0,1.0,Mokalit es kristi labadze
1.0,0.0,SAIZGARI XAR MOSAKLAVI XAR SAQARTVELOS SHEMARCXVENELI XAR GEEBIS PEDARASTEBIS DA EGETI SAZZIZGARI SAZOGADOEBIS DEDACMOVT N DA SHENI XO UFRO YVELA SHENNAIREBS DEDAUNDA QARTVELMA KACMA RAXAR SHENC AR ICI ME RO DIDI VIYO ISE GCEMDI RO MOGKLAVDI DA VINC AMAT AMARTLEBS AMATIDEDAC ESENI SAIZGREBI ARIAN DA ELEMENTARULI GANATLEBA AR AQVT WESEBI UKVE AGAR MAINTERESEBS IMITOM ROM TIKTOKZE ISET VIDEOEBS WER ROM AQET MAGIMNEB NETEA AQ EGDO MOGKLAVDI DA SHEN VISZE LAPARAKKOB VINMEM RO GITXRAS JER IO ETKVI SHEN ENAZE NERAVI BOZO DEDASHNIS EWEREBAO VIGAC ISETI ADAMIANI ROMELIC VAJKACIA DA SAQARTVELO UYVARS DA ES SHEXVDEBA SHEMOAKVDEBA ES MIDIT GAMAKRITIKET GELODEBIDT DEBILEBOOO IMDENI TVINI AR GAQVT RO ESENI DASAJOT DZAALIAAN MKACRAT DA MERE ISWAVLIAN WKUAS
1.0,0.0,ფუ მაგისი დედაც გვარის შემარცხვენელი იდიოტი არსება განათლებაზე რომ დაიწყებს ლაპარაკს და ხალხის რომ არ ეშინია აგინებს ქართველებს ნახეთ ერთი მაგისი tik tok ი და თქვენც მოგინდებათ გინება მთავრობამ კიდე მაგათ გამო ხალხს იჭერენ რადგან შეადგინეს იყოს ერთი კიდე ბიძინა პრეზიდენტი და არა სალომე მაგათ დედას უტირებდათ ბიძინა რომ იყო პრეზიდენტი ვერცეთი ხმას ვერ იღებდა და საერთიდ ქრისტი საქართველოში არც ჩამოდიოდა
1.0,1.0,კრისწი შენი შიზოფრენიცა დედას შევეცი
1.0,0.0,ყველამ დისლაიქი მიცხეთ ამ ყლე არხს ეს დაყლეებული არხი ადმინ შენი დედავთხარე
1.0,1.0,შენი ყლე დედაშევეცი და ვინც კრისწის ნაიერებს მხარს უჭერთ მაგათ ორჯერ უფრო
1.0,,me sevecvie rogor unda vicxoovro maginebe da sevecvie tqvani dedass
1.0,0.0,zedmeri sityvebis daxarjva ar aris sachiro asetebi ertad unda shekribo da chacrilo da moacilo dedamiwas
1.0,1.0,მხარს ვუჭერ განსხვავებული ორიენტაციის ხალხს მაგრამ რაც შეეხება ქრისტის შენს დედას შესცა მთელმაა კაცობრიობამ
1.0,1.0,ესქრისტი ლსბაძეე ყოვლღე საცემიაა გწრმანიაში რომ ეგდოო ხაალხსს და ქართველწბს რომ აგინებდაა შაქარშვილის დედაზეე რებსსს ამბობდაა ამასს ვინ აპტიებსს ვიღააც გაურკვეველიი უჯეშოსს
1.0,1.0,ვითო გავითარებული დ ათავისუფალი თვენი დედები ვატირე მე ვითო რიბელარიზმო ხალხო თქვე გამოსირებულებო იმე LGBT MEMBER ზოგადათ მაგარი ყლეები არინ უმეტესობა როგორც ჰიტლერმა ნარკომანები გემბანზე დახოცა ისე მოგიწევთ
1.0,0.0,კიარ მგონიხარ შე ყლეო ავადმყოფი ხარ ბუნების საწინააღმდეგო არსება ელემენტარული ბიოლოგიაა ევოლუციის საწინააღმდეგო მდგომარეობა დადგება ის დრო როცა ერთად ყველას ჩაგხოცავთ
1.0,0.0,Cocxlad unda dawns amati dedebs movtyan mteli Guido mezizgebit tkve nabichvrebo
1.0,1.0,Dedashens Sheveci pirshi Kristi tkvens liberates dedebs Steve I tkve nabichvaro gorebo unda daxvrito uklebliv suyvela cocxali ar unda Dario arcerti cocxali
1.0,0.0,es labadze amis dedas shevtxare germaniashi ro iyo lives chartavda da qartvelebs dedis traks gvitrialebda es pidarasti girsia sadme tyeshi xeze miaba amis gamzrdeli ro movtyan
1.0,1.0,ქრისტი ლაბაძე ავადმყოფი თავისი ძღნერული ფერსონალითის გამოა და ამის გამო აგინებენ მაგრამ ჰომოფობიაში ეშლებათ სამწუხაროდ დაზომბირებულ ფსევდო ლიბერალებს
1.0,0.0,Au Ra Ylea
1.0,0.0,შენ დედის ტრაკს მოვტნავ ვის უნდა ეშინოდეს ტრანსგენდერის
1.0,0.0,es bozi sadme rom ar gamochndes ar sheidzleba raaa
1.0,0.0,Avadmyopi xar aba ra xar she gandono
1.0,0.0,pui eshmaks ras gavxart tqveni ujisho kargi movttyan rogor mezizgebitttt
1.0,0.0,vgonivart avadmyopebio she yleo shen tu janmrteli xar D dedas sheveci tqveni
1.0,0.0,tqven mogityant pidarasti dedis muteli yovel ricxvshi lgbt kiara pidarastebi xart shicianebi yvelaze sashishi seqta xart
1.0,0.0,სირცხვილი ეგენი არიან ავანდყოფები და ერის ჭუჭყი
1.0,0.0,ცადით საქართველოდან მეტრაკეებო
1.0,0.0,tvennairi sirebit etyneba deda saqartvelos tqveni deda movtyan
1.0,0.0,ეს ქათამი რო განათლებაძე ილაპარაკებს
1.0,0.0,Pidarastebis dedas sheveci Me magati debili dedas sheveci Mag yleebis deda movtyan Eg yleebi Eg nabozrebi
1.0,0.0,ეხა მოდით სამართალი დავიხვათ ვის რაში აინტერესებს ვინ რა იქნება ჰომოფობი ტრანსგენდერი და ა შ მივხედოთ ჩვენს მშვენიერ ცხოვრებას პ ს მისი არავინ არ ვარ დდ უბრალოდ სამართალი რომ დავიცვათ ჯობია
1.0,0.0,უნდა დაყვეე და დახვრიტო ყველა ერთიანად
1.0,0.0,ავადმყოფი არის აბა ვინააა ამისგანდონა დედა შევეცი
1.0,0.0,Nu apiarebt am avadmyoph dedamijmul pidarastebs amat movutyan damtrawebeli dedis muteli
1.0,0.0,https www youtube com watch v tAy V pb w ვინც ამას მხარს უჭერს იმის ოჯახს შევეცი ეს ადამიანი არის მოსაკლავი კარგად უსმინეთ ბოლოში რეებს ამბობსდა ზოგადად მაგის ვიდეოებს გადახედეთ რა ადამიანია ყლე ხალხი რათ ვინც ამას მხარს უჭერს ყლეეე
1.0,0.0,Nodari nu xar pituxcika yle ra getyoba pirwminda yle xar xalxs upragonod agineb seni trakis saqme ar aris vin ras ityvi rac seexeba bevri transi magari nashaa da tu segviyvardeboda coladac moviyvandi ar seizleba vinmes gariyva elgebetes kide ver vitan fuu magati transic adamiania da xeli unda seuwyos adamianma
1.0,0.0,მე ვიცი ეს ვინცაა ვინაა და ყლე
1.0,0.0,ლგბტ მაგარი უყო ელ ჯი ბიტი მაინც თქვი შე უპატრონო
1.0,0.0,avadmkofi xar da yle xar aba ra xar sheni dedas sheveci mogityan dedistraki
1.0,0.0,vinc datmobskide mostyvnia patroni
1.0,0.0,gulis amrevebi xart adamianis problemas mainc ar itvaliswinebt tu ratoa transgerderi da vitom soflis knutebi mere karenovi tbiliselebi ar qurduli stilis arian mara mainc idzaxit aqana iqana waibois tqve gamosirebulebo
1.0,0.0,tqveni cisartyela deda movtyan ra tanasworoba qatmebs normalur adamianebamde ra undat es ylis jogi
1.0,0.0,ყლე ბავშვები ასეთებს ვჩეხავთ დანებით
1.0,0.0,ორი ყლე
1.0,0.0,Yleeebo
1.0,0.0,Es ylishvili nabozvrebi gamomivda eseseli es ylishvili tkveni dedebi movtyan nabichvaro avadmyofo gorebo
1.0,0.0,ათას კაცში ზიხარ ტან ზემოთ ასე ყველას დასანახად და არ იცი რომ ინტერესს ვიღაც რომ გამოთქვავდა ნაკოლკებზე რა ცალკე შეხვედრა ბიჭო მანდ ხარ იავნად და კეთილი ინებე გაეცი პასუხი
1.0,0.0,აი ამ დედა მოტყნულის თმები და ტატუები მოვტყან შენ ოჯახს შევეცი
1.0,0.0,Amat magra gavaqatmeb chemi dedavatire simon
1.0,0.0,magari sirebi arian magari qatmebi
1.0,0.0,სვასტიკები რო დაუხატია ამ სირს თან დ
1.0,0.0,awi policiisstan shexvdi she mutelo D zvozdachkebi ki ara patara mamlebi daixate
1.0,0.0,Ori puchuri
1.0,0.0,Cremliani tvali tatu nishnavs kaci gkavs mokluli
1.0,0.0,Tmebshi unda chagavlot kacma xeli da gverdidan unda mogcet pirshi orives
1.0,0.0,ვის რა ტრაკის საქმეა ნაკოლკების დახატვა და კიდე ძაან უზრდელობააა იმის კოთხვა თუ ესა თუ ის ტატუ რას ნიშნავს ვინ ეკითხება სხვას
1.0,0.0,ორივე ყლეები ხართ
1.0,0.0,ჯერ ფიქრობ რომ ღადაობენ მერე გგონია როწინასწარ დადგეს თემა მაგრამ ბოლოს ხვდები რო ვიღაცეები უბრალოდ ყლეები არიან და პახოდუ კომენტარიც გენანება უკვე
1.0,0.0,რაყლე ხარ შვილო
1.0,0.0,ზედ კი დაგაჯვით
1.0,0.0,რა მაგარი ყლის თავები ხართ
1.0,0.0,საყლევეთია
1.0,0.0,Da ra problema aqvs vinmes qurdebTan rame problela gaqvT ro aq axsna hirdebodes jer ra saubaria tu vinmes ramesis axnna unda calke tema da quha da aq amis axna ara gansaxilveli tema sabazroa ibazret quha ristvisa
1.0,0.0,ორივეს მოგიტყნათ დები
1.0,0.0,ამ ორს ზოდიაქოს ნიშანიც ყლე ექნებათ
1.0,0.0,Ra yleebi arian
1.0,0.0,კბილები ფაიპლომბე შე ყლეო ნაკოლკების დახატვას
1.0,0.0,kleebi
1.0,0.0,Kleebo
1.0,0.0,deda ramden yles zdis saqartvelo
1.0,0.0,Gamxmari mdzgnerivit rom iwelebian
1.0,0.0,შენ ნაკოლკიანო და დაბრალებულო ბლატნოი რაიყო მაგარი ბიჭი ხარ და ამარიჟაებ ტატუებს კიარ ამარიაჟებ ბიჯო კაი ხალხს არცხვენ პროსტა ტეხავს
1.0,0.0,esec kidev erti yle
1.0,0.0,აი ყლეა
1.0,0.0,yle
1.0,0.0,ყველა თქვენდათავად კლიკბეიტორი დედამოტყნულიდედაშევეცი
1.0,0.0,აეს ყლე ვინარი ეკუთვნის რაც ახატია ცოდო ხარ ამოგაჭრიან მაგეებს
1.0,0.0,Hahahahahaha ყლის ძოგიიიი
1.0,0.0,ylebi
1.0,0.0,Shenairi yleebit roa saqartvelo savse mitoa saqartvelos sakme kargad
1.0,0.0,Magari siria
1.0,0.0,egeti yle bevria onlainshi blataoben da erti ertze magat nacvlad sxva vigaceebi laparakoben tviton chajmulebi dganan eseti qveshajviebi ratom arseboben
1.0,0.0,Amat shig aaqvt tu cdiloben rom shig qondet tu rogoraa amati ambavi axsnebio chaxsnebio da yleebioo amat moutyan sul gamoylevden eseni amxela biwebi arian ra chemi yle undat saertod purdapir chartvashi trakis tamashu evasebat etyoba dagajvit azrovnebashi bgawebo
1.0,0.0,Xo idzaxis shemxvdi da iq momtxove axsnao vitom xo dzvel bichobs arada magari nabozvari rojaa jer ra ylea tips zvezdochka nakolka da qurduli nishnebi axatia tipi im donis ylea ro laivshi shemodis tan titveli es yle da dalshe ras idzaxis ra of qours ra bich modi nebismier dros shegxvdebi da mogitynav mag nakolkebs vitot dzveli bichi dedashebeci sheni
1.0,0.0,Visac qurdulisamyvaroaruyvars yvelas dedas sheveci
1.0,0.0,Tqven dedebs sheveci da imdroebasac sheveci qurduli tqvennairi ylis tavsaxurebis sagadaoro gaxdeba
1.0,0.0,ეეჰ არაა ის დრო თორეე გახურებული ჟაჟიკალკით ამოგწვავდენ მაგ სვასტიკას და ზვეზდოს და დაგანახებდენ რა იხსნება და არა გაუგონიათ რაღაც მალალეტკური
1.0,0.0,Bijo mag tatoebis mnishvneloba tu ici ar unda gaiketo gaige magas ubralo xalxi ar iketebs magaze mogtxovs vigaca tu daginaxa
1.0,0.0,აი მე თქვენი პატრონის დედებს ჩავათესლე
1.0,0.0,Amati dazepirebuli qurduli movtkan me
1.0,0.0,Dalshe aravin araa qurdi visac yt aqvs da egre igineba komebshi saqmes ro onlinshi gaarchev yle araxar ukve ianebi dasrulda radrois chveni qurdobaa wigni rom gadashalot da waikitxot ara imarjvebs is visac ufro meti chkua da elementaruli shegneba romelsac aqvs adamians romelsac shegneba aqvs is qurdobas ar daibralebs daushvat xar qurdi ra gixaria qurdebi svabodaze geredwodebuli srokze arian sul magalitad bidzachemi wlian srokzea axalwels chamodis da ra aris aq magari bidzachemi kanonieri qurdia da nanobs tavis saqmeebs cxovreba gaatara cixeshi da ra aris aq magari ra qurdoba damiwyet yvelam yt ze jiz varammo rom dawert da bozebis dedaco rom wers zogi qurdobaaa es kai ra xalxno ianebi dasrulda texavs qurdoba dzaan mitumetes bavshvi rom ambobs qurdi varo ra sirobaa es amas jobia wigni waikitxot da ganatlebis done awiot dayendit ra wlis vitom qurdebi da wigni waikitxet
1.0,0.0,Anu tipebi yvela liveshi da vabshe eubnebian romeli qurdi shemovidodao ki martalia rom ar shemovidodoa mara tvitonac isinic qurdoben da onlinshiki qurdebi arian da arcerti ar iyo mand martali ai adamianidan yvela mtyuani iyo da vinc liveshi iyo isic mtyuani iyo vabshe cudi da yleuri bazari iyo aravin ar iyo maqedan namdvili ქურდი yvela onlinshiki iyo vinc uyurebda vinebic saubrobdnen da ravi ai eseti gandonebi pirvelad vnaxe uazro ponti iyo
1.0,0.0,ამას ჰქვია ყლეპროჭაობა
1.0,0.0,mogityant kurdoba gaajvit da misham gaajva exla isev kurdoba gindatmogitysnt
1.0,0.0,Sheni fashisti deda unda mogityna
1.0,0.0,Mogityant dedebi yvelas
1.0,0.0,prochia eg
1.0,0.0,sul daklevda es xalxi
1.0,0.0,Sul gamoylevdnen
1.0,0.0,Sirebi
1.0,0.0,Sirebi
1.0,0.0,მაგარი ყლეობები გახატია და დაგიჯვი ნაკოლკებზე დ
1.0,0.0,yleeebi xart
1.0,0.0,avoie sadd izdebit shlangeboooo
1.0,0.0,Raa qurduli da sxva rameze ibazreo ro tqva svanma da tqven orma klem ro daetanxmet aba rao ra qurdulio ukve mosatknavebi xart amis gamo marto dalshe kide mag partakebs egered wodebul nakolkebs rame datvirtva Tu ar mokveboda rato miiixaate bliad getyvit vinc ar icit es qurduli zveda atricalovo egeti araris magram vinc gartkmashi araris magistvis eg ukve ifiqrebs ro kriminalni bichia ra srokze ijda da ase shemdeg egre araris mashin rato miixate padobni da msgavsi ragaca migexata kurdgeli virtxa kakras sheni temaa magram aq ra rashotze gaaketa aman rame eseti tatu ra ro waagavs zonosvski nakolkebs paxodu mentebma ro naxon prosto ra atmazkaze wava da iseni verc daumtkiceben ro qurduli datvirtva mokveba sverxu iseti ro vinme daakleos es kle kide gasworebulshi dadis da vistanac icis ro gasdis mand gakavs she kle bavshvo bavshvi principshi agar xar Mara mainc kle xar chestit bliad ne dai bog Shen kamerashi moxvde ai sluchaino ra sadac chorni xodia da qurduli palajniakia ai shen mogitknaven mand kvelafers ise dagamtvreven sakutar dedas veg gicnobs eseti dro movida tvqveni gasarchevia qurduli an swori da araswori tqe cxovrebit bozeboo Erti txovna maqvs bichebo vinc pariadchna cxovrobs visac chventan ertad xo ai esetebs sadac dainaxavt na xodu moutkanit Deda tore is dro movida ro ukve ase tavisuflad agdebulad laparakoben chven mimart da sul male vabshe cudat iqneba kvelaperi Da patara bavshvebo magaliti ar aigot amat gan kais arafers mogitant me tqvens gasagonat vambob amas sanam droa
1.0,0.0,jer tatu raa is iswavlet mere nakolka mere vis sheulia motxovna mere sad ixateba mere vis aq daxatvis ufleba mere ra moyveba mariajs mere sistemashi ra xdeba magis gamo da bolos orivem gamodit da qurdebs daexiet yleze didi siyvarulit
1.0,0.0,Am chuchuebma unda aashenon sakartwelo Tfu tkve bacnebo
1.0,0.0,Blia balanda gichamiat modi didi naxuit raaa
1.0,0.0,bich bich shegtxare xaxashi ylekaca xii i davajvi shens yvelas tavze
1.0,0.0,shegevit pirshi tfuuuu tqve ylebo
1.0,0.0,kituebi xart
1.0,0.0,ვაიმე ვაიმე დაგვენძრა
1.0,0.0,ბლაა ბლაა ტფუიიი დააგაფსათ ქურდემა თქვენაა
1.0,0.0,articalavas da roza vetroff tatoo s rom daarqmev mandaa iasni ukve rom ghirsi ar xar magis tarebis bliad
1.0,0.0,mozardmayurebelta teatria bliad
1.0,0.0,Am cxovrebis dedas shevecii ro ganukitxaoba aa vegar gaigeb vin vin aris yovel meore axatiaa da ar ekutnit bevrs ganukitxaoba aa zonaze imdeni qatami aa visac varavskoi tatuebi aqvs magat unda amoajra eg tatu ebiii da zedvee daaawvaa es bozebiii ai aseti BOZEBI afujeben Simon palajenias da qurdulistvis vredi maqvt eseni arian bozebii da droebit I mgzavrebiii
1.0,0.0,Es yle varskvlavebis girsi ar aris eg imsaxurebs mag varskvlavebis amojras Bozi xar cxovrebit
1.0,0.0,Vinc shen eg zvedockebi dagaxata imis dedas sheveci agatli mag zvezdochkebs she yleo
1.0,0.0,Ro gadaaketa uceb nakolkebi tattut d mixvda ro nakolka issneba d yle deda sheveci amisi me
1.0,0.0,vai ra yle bichebi xart
1.0,0.0,Mutlebi xart tqveni dedebs rom sheveci mee
1.0,0.0,Videos dasasrulshi ukve waiyleve
1.0,0.0,Soflelebis fushfushia
1.0,0.0,chven roca viketebdit nakolkebs giad ar vjdebodit rat ginda mariaji daiparos unda aba raaaa kaneshna eknebat kitxvebi vashkacebs aravin visac ekadreba rac shen gixatia ar gavimeoreb ase navidu internetshi aravin ar dajdeba chven komunistur ckoba roca iko sicocxles gvartmevden nakolkebis gulistvis ramdenjer maikit mibanavia zgvaze rom mainc varidebdit kvelas danaxvas nakolkis axla modashia ukve rogorc vxedav da stori kitxvebiakvt shentan rom icode
1.0,0.0,ჯერ ეს ერთი ეს ყლოსშვილი რო ქურდი იყოს ლაივში კიარგამოეთესლებოდა მსგავსი ხოდებით და საუბრებით მერე კიდო თუ მომავალია ეს ბიჭი და ქურდებში იგვარებს იმ ქურდის დედასშევეცი ვინც ამას მონათლავს და ჩამოაყალიბებს კაროჩე ქურდული თქვენ ყლეობებში და ბლატნოი ტიპობაში ნუ გეშლებათ გამოეთესლები ლაივში და ვითომ რაღაცას ტასაობ და აჯვავ ტიპებს და წლის განდონა ბიჭებს უსწორდებათ და ატნაშენიაუნდათ შენთან მოგიტყან შეგნება და ნებადამრთველი მაგ ტატუს დახატვის
1.0,0.0,Ristvis zixar maikis gareshee tu ar ginda ro shenma nakleikebma kitxvebi dabados sinamdvileshi achokebs iceers vigaca ylis gij gogoebtan romlebsac eseti choilarebi evasebat uscordeba patara bavshvebis komentarebis kitxvaa tu rogori tesli rojaa amis vitom kriminali dedis muteli movtaan rogor mindaa magrad vcemo eseti gamosirebulebi davapsa tavzee gadavugo video da gavubazro mara esets ro shexvdebi tavs chagigunavs cremlebs gadmoyris da bodishebs mogixdis rogoria mere xelis gartyma gadatynuli myavs internetshi moblatave sastavi mara mivxvdi ro chemi nervebis pasad xdeba ees yvelaperi da tavs saprtxeeshi vigdeeb mogstyvniat dedaa tqven mainc ver amoidzirkvebit
1.0,0.0,ra gindat bavshvebo gevasebat vigaca dedas rom gaginebt komentarebshi tavmokvareoba sul agar dagrchat monebistaoba izrdeba memgoni ramodenime dgis cin orma bijma ikamata xmamagla mere ertmanets dedebi agines da patruli gamoizaxes mtkuan martalis dasadgenat tviton tvini ar ekot rom sakitxi gadaecxvitat mere gavige rom orive daajarimes larit xoda axla orive gldanis cixeshi da elodebian ojaxi saxls rodis daagiraveds da jarimas rodis gadaixdian ai sadamde mividnen monuri azrovnebit pakalenia pepsi
1.0,0.0,rs batqi aicia es sitkvebi bavshvobashic ki goimobad itvleboda anu cels batqi aicia ra iko qartuli sitkvebi ar gvaqvs shesabamisi tu aseti kle cinadadebit gindat kuradgebis miqceva batqi aicia xa xa xa
1.0,0.0,ვუყურებ და რომელი უფრო დიდი სირია ვერ ვხვდები
1.0,0.0,რო ამატებენ ჩემი ისაა ჩემი ესააო რო ართქვან ერთმანეთის ახლობლებზე ცუდი დდდდდდ დაგიტრაწეთ ქურდულზეც და ტატუებზეც დდდდ
1.0,0.0,au rayleyofilaa
1.0,0.0,ბიჭო ეგენი რომ გახტია ქართულად ლაპარაკს როგორ ბედავ შენი დედა მოვტყან
1.0,0.0,Unda daichiro orive da piridan unda datyna
