hate,female,filtered_text
,,ამიტომ დგავ ტრაგიკომედია და არ გამოგდის ვუი
1,1,ყლექალას
,,აქ რაზეა საუბარი და კომენტარებში რა ხდება გვიშველე უფალო
,,არ მიხარია ნამდვილად მაგრამ მიშას ცოდვა არ გაგახარებს
,,ყველა იდეალური მთავრობაში კიარა ოკახში არააა
,,წადი მოშორდი ნაცო შენი გამყიდველებიანად და დაუთმეთ გზა პატრიოტებს ფუი თქვე მედროვე სულძაღლიანებო
,,სადაც არუნდა გავთხარო ყველგან სალომეს უნდა გავთხარო
1,0,დეგენერატი
,,ეს მოღალატე წინაპრების პატრონი რითი და რაზე გაიზარდა ეს თაობა დაკარგული თაობაა შენი და შენნაირი ვაი პატრიოტების გადამკიდე
,,შენით გადადექი რა იქონიე ნამუსი
,,ახალგაზრდა თაობა კარგია
,,ნეტა არ ბლუყუნობდე ენა არ მოიტეხო
,,ქალა
,,მაგიტომ ზის მიშაც ციხეში
,,ახალგაზრდებს თავი დაანებეთ საკმარისია
,,წადი დეიდა თავმოყვარეობა არ გაგაჩნია წადიი ყველა დაგ ცინის ენა მაინც ისწავლე
,,ზაურ და გიგა ვინ დააძალა მაგ ბებერ ბოზს როგორც თქვენი თანამოაზრეები მოიხსენიებდნენ სალომეს დასავლეთიდან მოუწოდე ოპოზიციას რომელიც მარტში ცეცხლს უშენდა პოლიციელებს ახალგაზრდებო მე მხარს გიჭერთო
,,მოვითმინოთ ცოტა და წავა მის გზაზე მადამ პაპანდუ
,,მანამდე არ მოისვენე
,,ეშველა წასვლა თუ მართალია დიდება უფალს ამინ
,,შეშინებულია
,,შენ რომ ქართველები გიყვარს დასაქართველო ისე იარსებე
,,რომელი ახალგაზრდები ქვეყნიდან რომ გააქცია თქვენმა პოლიტიკამ
1,0,რა დამპალი ხარ
1,1,სირ ქალა ქართული ისწავლე
0,0,წაშავდი შეე ქვეყნის მოღალატე
,,Salome icileb xom tavze ukve pasuxismgeblobas she bozo mere iyyvi me vecadeo xom magram wlis mere vitom qartvel erze daiwye fiqri axla gagaxsenda qartveli rom xar shen yvelaze mets mogtxoven she bozo shen
,,გაათავისუფლე მიშა და დაგიჯერებ
1,1,გველი გველი კანს იცვლის ქალი კი კაბას
,,ენი კუზიანი ფრანგი ფაშისტი დედმამის პ შ შე ღორიშვილო
,,მომავალს უნდა ხელუს შეწყობა კანონი უნდა გამკაცროთ უნდა განადგუროთ მარიხუანას ნარკოტიკების მოხმარება რომ სწორი გზააა მისცეთ მომავას
,,ქაბატონო პრეზიდენტო ნეტა როდის არ გავიგებთ თვენს დამტვრეულ ქართულს
,,ლოლო აბა ვინ გამოიცნობს ვისზეა ლაპარაკი
,,სად გეძინა ამდენ ხანს მანამდე რატომ არ დააჯილდოვეს გედის სიმღერასავით რომ გამოხტი ეხლა
,,ვინ მოგწონთ არცერთი პრეზიდენტი არ ვარგა არც ნაცი ვარ და არც ქო ი
,,ნეტავ ვინ ემოაპარა ეს ქალი
,,ვინც კარგად სწავლობს სახელმწიფო აფინანსებს
,,და ძველმა თაობამ ასეთი რა დააშავა რომ ყველამ ჩარეცხეთ
0,0,შემოგვიერთდით გავერთიანდეთ საქართველოსთვის შეცვალე საქართველო
,,დარღვეული ხართ ქალბატონო პამპადურა და წაით აწი და ბრიჯიტს ჩაეხუტეთ გამყიდველკა
,,KUZIANI FRANGI DEBILI QALI
,,eseti samarcxvino prezidenti magrat texavs eseni vis usmenen an rato ar icis ramdeni dge darcha tvitonac icis meoret vegar gaxdeba
,,ვიცი ცხოვრება დასრულდა და ვინ დაგვტოვა ვერ გავიგე
,,ქოცრუსეთუმე მთავრობა სულ შესაცვლელია
,,ეს ქალი რით ვერ დაბრძენდა
,,წეე რიე მერე სახლ ი რომელი მომავალი აობა ენ ხარ ე კრუხო
,,რაო როგორი დისიდენტიო და როგორი ქალაო გვარამიამ რა გითხრა ზუსტად ყოფილხარ ის შე სატანის მოციქულო
,,სულ გარეკა რა ხელი აქვს ახალგაზრდებთან
,,
0,0,ძლივს ვეთანხმები რაღაცაში ახქლი თაობა სჭირდება საქართველოს სუფთა ხალხიშეცვალე საქართველო
,,იანვრიდან იზღუდება სუროგაცია უცხოელებისთვის საქართველოში რაც გამოიწვევს სუროგატებზე და დონორებზე მოთხოვნის შემცირებას ამიტომ ვისაც გსურთ გახდეთ სუროგატი დედა ან კვერცხუჯრედის დონორი იანვრამდე გაქვთ შანსი კარგი ანაზღაურების მიღებისა და მომენტალური დასაქმების მოგვწერე დღესვე და ჩვენ დაგეხმარებით აირჩიოთ პროგრამა რომელიც იქნება მორგებული თქვენს პირობებზე
1,0,გაიტანეთ ეს ნეხვი
,,რა ცუდი ადამიანი ხარ თუ ხვდები უმადური და ბოროტი რაც სისხლში გაქ ვერ გაექცევუ
,,სალომე ზურაბიშვილი Salome Zourabichvili ჯენზი და ეჭიპიტი თაობა ხომ გამოზარდეთ და ეგენი იქნებიან თქვენი სამარის გამთხრელები სადაც არ უნდა გათხარო ყველგან შეგიძლია გათხარო
,,Prezidenti Ara chemiyle Shen xar agenti shen mogityan gamzdeli Amati xatrit mogeci xma rac sananebeli gamixade she bebero ncoro kalo
,,არიეჟს გაკატავებული აქვს
,,სალომია დეგნანის ასული ახალი თაობა შენი გამოზრდილი მიცვალებულებს რომ შეურაწმყოფენ საქართველო და ქართველი ერი რომ ძულთ
1,0,ვაი შენი გამზდელს დაა ვას ძაღლმა
,,
,,აუუუ იტირა რამდენი დღე დამრჩაო შეიცოდეთ რააა
,,მართალიხარ ორი პარასკევი აღარდაგრჩა
,,ქართველი ხალხი მხოლოდ დავიდ აღმაშენებლების ედუარდ შევარდნაძის და მიშა სააკაშვილის ნაირი ლიდერების ღირსია
,,მასხარა ქართველი ხალხი არც არის ღირსი რომ ყავდეს პრეზიდენტად სალომე ზურაბიშვილი
,,საერთაშორისო ავანტიურისტი მადამ დე პომპოდური ოცნების დიდი კანდიდატი
,,ამ ბებერი ძროხის ცუნდრუკებით ნუღარ გვანერვიულებთ მთელი პარლამენტი დასამხობი ხართ იცოდეთ უკვე დაიღლა ხალხი ნაც ქოცების ტაკიმასხრობით
,,ნორმალური პატრიოტი ქვეყნის მოყვარული უფლის მოშიში მორწმუნე ახალგაზრდები ნამდვილად ჭირდება და არა ისეთი როგორსაც დგეს ვხედავთ ყურებ გადახვრეტილი დაპირსინგებული ტრაკ ჭიპ გადმოყრილი უზრდელი ლოთი კლუბურ მოძიგძიგე თაობა
,,ეს ყველაფერი კარგია მაგრამ მიშა რომ არ ყოფილიყო შენ დ ღეს პრეზიგენტი არ იქნებოდი ან კიდევ რომ ნორმადურათ დაეთვალათ ხმები ამისთვის განთავისუფლე მიშა და გადაჭარბებს რაც ცუდი გიკეთებია
1,1,რეზიდენტი ყლექალა
,,
,,ბიძინა არსად გაგიშვებს ნუ გვაბოლებ ძვირფასო
0,0,ამ ლამაზი ჟესტისთვის დიდი მადლობა ქალბატონ პრეზიდენტს მოღალატეო რო იძახიან ნეტა ტვინი რომელ ადგილას აქვს იმ ხალხს ნეტა რაში დაინახეს მისი ღალატი მთავრობამ ბიუჯეტი გააცალმტვერა და მოღალატეს პრეზიდენტს ეძახიან ქართული პარადოკსი
1,0,ქათამი
,,გააძევეთ ეს მუსლიმების ხარჭა ქუჩის ბოზი მაწანწალა ძაღლი
1,1,ყლე ქალა
,,ბიძინას მარიონეტი ხარ სხვა არაფერი არმჯერა შენი და საქართველოს სირცხვილია შენი პრეზიდენტობა
,,გაბლუყუნა შაკიკმა
,,როგორც გვარამია გიწოდებდა ზუსტად ისახარ
,,ირაკლიმ იცის რომ ტლიკინებ ბევრს
,,რაებს ბოდავ ენ გარდაცვალება ნებისმიერ ასაკ ი სატირალია დებილო
,,https youtu be Zu eNKn si LkwrMqDuz F nd
,,freemisha
,,FREEMISHA
,,https youtu be H LiMMj HS si NR QoMtCjDECkW
,,
,,
,,
,,შეცვალე საქართველო
,,
,,შეცვალე საქართველო
,,სამშობლოს გამყიდველი
,,ახალგაზრდებმა უნდა იცოდნენ რომ არცერთი ქვეყნის აგენტი არ უნდა იყვნენ მათ შორის არც საფრანგეთის
,,
,,თავისუფლება მიშას
,,Free Misha Saakashvili
,,თავისუფლება მიშას
,,
,,
,,
,,Martaliaaaaaa s Eeeee
,,Gijqala m b d m
,,კაზიოლი ხარ შენ
,,Tavisupleba President Saakashvils
,,რა გააკეთე შენი პრეზიდენტობის დროს მატყუარა უსინდისო ბიძინას კუდიანი ხარ დაღუპეთ ქვეყანა კიდევ დაგეგმეთ რაღაც ბოროტება არჩევნებისთვის და აწყობთ შავბნელ სპეკტაკლს ვისაც შენი ჯერა ყველა შენსავით ბოროტია
,,შენი ახალი ეტაპი ისიქნება მარადიულ სატანჯველში ჯოჯოხეთში რომ ამოყოფ თავს თქვე მოღალატე ურწმუნოებო და უნამუსოებო
,,უფალმა დაუმკვიდროს ცათა სასუფეველი ნიკოს
,,Salomee super
,,რა იცი კარგად იცი და მოსწრებაზე ხარ ფულის კეთებაში
,,Maria Kandela მე ნამდვილად აღფრთოვანებული ვარ შენი პროფილით და პიროვნებით ასევე აღფრთოვანებული ვარ იუმორის გრძნობით ჩვეულებრივ არ ვწერ ხალხს აქ მაგრამ ვფიქრობ რომ შენ ამას იმსახურებ ძალიან მინდა ვიყო შენი მეგობარი მეგობრობის თხოვნა გამომიგზავნეთ რომ დავმეგობრდეთ მადლობა და ღმერთმა დაგლოცოთ
1,0,შენი მოღალატე წინაპრების სული მოვტყან და აქაც შენი პირში შევეცი
,,niko
,,ართალი ბრძანეთ ქ პრეზიდენტო დღეს ჩვენ ქვეყანას სჭირდება ახალგაზრდა თაობა ქვეყანა რომ ჭაობიდან ამოათრიოს ს ნაც ქოცობა უნდა დამთავრდეს ერთხელ და სამუდამოდ
1,0,გაეთრიე ქვეყნიდან უნამუსო კახპა
,,ჩვენი პრეზიდენტი ხარ ხალხმა აგირჩიეთ
,,ამ ქვეყანას არ ჭირდება რეზიდენდი ასე რომ დაახვიე შენს დასავლეთ ბოსებთან
,,თავს გვაცოდებს
,,ქალბატონო სალომე შეიწყალეთ მრავალშვილიანი მამა მრავალცოლიანი მიშა ნუ აუბამთ მხარს რუს ოლიგარქს ბორენკა დარაგოის ამ რუსულ თამაშებში
,,
,,შენზე ქოცებს ადრე უნდა გამოეცხადებინა იმპიჩმენტი ქათამი სექტანტი გვარამია რომ შეიწყალე თავმოყვარე ადამიანი რავ გვარამიამ გაკადრა მის მერე როგორ შეიწყალებდა ჩვეულებრივი საფრანგეთის აგენტი ხარ ასე იცის ნუზლავზე არჩეულმა პრეზიდენტმა ხომ იცი რომ არა ბიძინა შენ არავინ აგირჩევდა მავნებლობ ს მეტი რა გაგიკეთებია ქვეყნისთვის
,,Free Saakashvili
,,როგორ მეზიზღები შე ფარისეველო ძუ ნა
1,0,გარეწარი ბებრუხანა მიხვდა რომ ბიძინა გვიშველის და მოგვაშორებს მის კარიკატურას
,,რა გარდაცვალება და რის უდიდესი ტრგედია შენ თავი ხონ არ გინდა წაგეცალოს თუმცა რა თავი თავი სად ტრაკში გაქვს
1,0,ეს ძაღლის გაგდებული ნაბოზარი
,,ნეტავი ვის ჭირდება შენი ჯილდო დროა გადადგე
,,სიკვდილს რამდენი დაგრ
,,
,,მოღალატე
,,თავისუფლებამიშას
,,სალომჩიკ შენი ყველა ქმედება უკანონოდ ითვლება და ნუ აგიჟებ მაგ ბავშვებს შენ ყველაზე მაგარს იმას იზამ თუ გაფრინდები ისევ შენს საფრანგეთში და აქეთ აღარ გამოიხედავ ამდენი ხნის მანძილზე კაი გაყოლა ფულიც გაქვს ნაშოვნი და სანამ მაგის დათვლა დავიწყეთ და საქმე აღიძრა გაასწარი შეირგე რაც წაიღე
,,წახვალ ზურაბიშვილო უკან მოგაყოლებთ შენნაირ მოღალატე ნაცებს და მათ დაძმებს იმედი მაქვს რომ პატრიოტები უფრო მეტი შვილები ჰყავს საქართველოს მადლობა უფალს ვიდრე თქვენნაირი მოღალატეები თქვე სისხლსმოწყურებულო ომის პარტიავ ზურაბიშბიშვილებს სააკაშვილებს და მათ ბანდას არ გადავაყყოლებთ საქართველოს მერწმუნეთ დღეს საქართველო უფროა ევროპა ვიდრე დღეს ევროპაა ევროპა მადლობა პრემიერს მშვიდობა და უფლის ძალა და მოთმინება უფალს მართალნი უყვარს ბევრნი ვართ ზურაბიშვილო და ყველა სამშობლოს მოღალატეებო უფალს ვერც მოუგებთ და ვერც დაემალებით ღვთის რისხვა დაგეცემათ დიდება უფალს
1,1,შე ჩათლახო ქალო
,,შეიწყალე მიშა და ლაზარე
1,0,ნაძირალა ხარ დასავლეთის აგენტო სალო
1,0,უტიფარი
,,ალბატონო პრეზიდენტო ბარემ ბოლომდე შეუბერე
1,0,Durako shen
,,საზოგადოება ხელისუფლება შეცდა შენი პრეზიდენტის არჩევისას
,,შორსმჭრეტელი ახალგაზრდობა ესვრის ადამიანებს მოლოტოვის კოქტეილს ეს ნარკოტიკითა და პლანით გაჟღენთილი ახალგაზრდობა გვიშველის ბერძენიშვილის და მისნაირების მიერ ტვინ გამორეცხილი თობა რომელმაც არ იცის დედა მამა ბებია ბაბუა და საერთოდ ვინ ამარაგებს ამ თაობას ნარკოტიკით აღმზნები საშუალებებით გირჩი ჩაფარიძე თუ სხვები
,,საღომე წაღი პაღისში
,,
1,1,ყლექალა აგენტი
,,დიახ ბოლოჯერ
1,0,ამათი უთავმოყვარო დდშ რომელი ხართ თაობებისთვის ან ხალხისთვის
1,0,გაჯვი სიმბოლურათა
0,0,წარმატებები პრეზიდენტო
,,ქალბატონო სალომე თუ ფიქრობ საქართველოს მომავალზე სააკაშვილი შეიწყალე იცი რომ კლავენ და რატომ აკვლევინებ რუსებს მესამე პრეზიდენტს
1,0,იდი ნა ხუი
,,რეზიდენტი მზექალა
,,ნიკოს უფალმა სასუფეველი დაუმკვიდროს გამძლეობას მის დედას
,,niko
,,გადაშენდი ადრე და მალე მოღალატე
,,წადი ჩვენი ქვეყნიდან შენ მოღალატე
,,in ti
,,ამ ქვეყანას ჭირდება თავისუფლება მეტი არაფერი
,,Marine Damenia მე ნამდვილად აღფრთოვანებული ვარ შენი პროფილით და პიროვნებით ასევე აღფრთოვანებული ვარ იუმორის გრძნობით ჩვეულებრივ არ ვწერ ხალხს აქ მაგრამ ვფიქრობ რომ შენ ამას იმსახურებ ძალიან მინდა ვიყო შენი მეგობარი მეგობრობის თხოვნა გამომიგზავნეთ რომ დავმეგობრდეთ მადლობა და ღმერთმა დაგლოცოთ
,,თავისუფლება მიშას
,,Inga Gudadze მე ნამდვილად აღფრთოვანებული ვარ შენი პროფილით და პიროვნებით ასევე აღფრთოვანებული ვარ იუმორის გრძნობით ჩვეულებრივ არ ვწერ ხალხს აქ მაგრამ ვფიქრობ რომ შენ ამას იმსახურებ ძალიან მინდა ვიყო შენი მეგობარი მეგობრობის თხოვნა გამომიგზავნეთ რომ დავმეგობრდეთ მადლობა და ღმერთმა დაგლოცოთ
,,Nazi Kaloiani მე ნამდვილად აღფრთოვანებული ვარ შენი პროფილით და პიროვნებით ასევე აღფრთოვანებული ვარ იუმორის გრძნობით ჩვეულებრივ არ ვწერ ხალხს აქ მაგრამ ვფიქრობ რომ შენ ამას იმსახურებ ძალიან მინდა ვიყო შენი მეგობარი მეგობრობის თხოვნა გამომიგზავნეთ რომ დავმეგობრდეთ მადლობა და ღმერთმა დაგლოცოთ
,,ლია კაკაშვილი
,,ლია კაკაშვილი ასეთ კომენტარებზე თუ გამეცინებოდა არ ვიცი და კიდევ გახარია ჩვენი მინისტრია რომ გავყვიროდით როგორ გააბოთავეს ხალხი
,,Dali Barbaqadze
,,Mariam Kenchiashvili ისემც გეშველოს შენ ბიძინამ რომ საქართველოს უშველა
,,Dali Barbaqadze დაასუფთავოთ პუნქტუაციაც გაითვალისწინეთ პატრიოტო როცა მამამ პარიზში წაგიღო კარტული აღარ გეკერკებ ა
,,Zurab Kareli ზრდილობის ფასი არაფერია გირჩევნიათ სიტყვები დასუფთავოდ
,,მაკა კორშია რატომ გონია რომ არ მივცემდი ხმას ახალგაზრდობაში ძალიან ლამაზი იყო მართლაც ძალიან ლამაზი მიუხედავად იმისა თავის ასაკთან ძალიან ლამაზია ხმა ზუსტად მივეცი მას
,,Darejan Bregadze სად არის ღლიცინი სალო რომ საქართველოს მოღალატე არაქალია
0,0,Zurab Kareli კარგით რა ყველაზე და ყველაფერზე ღლიცინი არ შეიძლება შეიშალა მსოფლიო
,,Darejan Bregadze სალოა ქალი
,,Ekaterine Kachlishvili მაგ თემაში გვიშველის ქალბატონო და დანარჩენ თემაში ისედაც მთავარია ჯანმრთელი ვიყო მე თვითინ ვუშველი თავს
,,Mariam Kenchiashvili ისემც ეშველოს გრაჩოვის დედას ვიდრე შენ ბიზინა გიშველის
,,Dali Barbaqadze ან ქალური სოლიდარობა სად აქვს ასე რატომ უნდა მიმართავდე ადამიანს თუნდაც არ მოგწონდეს
,,Dali Barbaqadze ზოგი ბერდება ზოგიც ბერდება და ყლევდება სალოსავით
,,Anne ხვალ რომ ბიძინამ ოცნება გააკრიტიკოს ძეგლს დაუდგამენ
,,მაკა კორშია ვინც ახლა აძაგებთ იმათ მიეცით სამაგიეროდ
,,Mariam Kenchiashvili დარწმუნებული ვარ ვინც ახლა მას აქებს არცერთს ხმა არ მიუცია მედროვეებო თქვენი
,,Dali Barbaqadze გსაჩნია ტოგორ დავბერდებით
,,Mariam Kenchiashvili ყველა ვბერდებით რას ფიქრობ არის ვინმე რომ არ ბერდებოდეს
,,Nini Davituliani
1,1,ძალიან მაგრათ აკლია ამ სულელი ქალია
,,ახალგაზრდებს იყენებს ეს სულელი
,,რას ბოდავს ეს სულელი
,,მადლობა თქვენო აღმატებულებავ ღირსეული ქართველი ახალგაზრდის ღირსეულად დაფასებისთვის და ამით მონიჭებული სევდანარევი სიხარულისთვის რამაც ყველას ადამიანად გვაგრძნობინა თავ
,,ადრეც იყავი გასატარებელი
,,Me mcxveniya ro chem kvexanashi martavs egeti adamiani rogorc chveni prezidenti
,,Shen sanam gagadeben jobiya gamoascoro sheni shecdomebi
,,
,,
,,Rasgulisxmob axal taobashi pidarastebis taobas
1,1,ეს არაქალი მარტო პრეზიდენტობიდან კიარა ქვეყნიდანაც უნდა გააგდონ
,,cadiit raa tqven ceraferi hematwt mag skanzec saqartvelos tqven daceret ro rusettan ini qarrvekebma davicket ai mashinve ubda gvetqva impixhmebtic da am micidan sruli casvla tqveni
,,ამ ქვეყანას არ ჭირდება შენნაირი პოლიტიკური გარყვნილები ამომრჩევლის მოღალატეები
,,ნუ წახვალ ნუუ ჩვენო ხელმწიფევ
,,თუ მიდიხარ წადი რა
,,წადი აქედან
,,იქნებიიიი
,,ხალხო რა კომენტარებს წერტ არა გრცხვენიატ სალომე შეიძლება არ მოგვწონდეს მაგრამ ამ დაჯილდოებას არ შეეფერება ასეთი კომენტარები ასეტი უნიჭიერესი ახალგაზრდა დავკარგეთ და ნიკოს სულს და მის დედას ეცით პატივი
,,Wadi saxshi da deinaxav imeds
,,ნეტა ტრაკს არ ათამაშებდა რა აშხენჯან
1,0,ეს ნაბოზარი
,,მე მჭირდება ფრილანსერი ჩემი პროექტისთვის დოკუმენტის სურათების PDF ფაილში ხელახლა ჩაწერისთვის ხელფასი გაუგზავნეთ შეტყობინება პროექტის მენეჯერს ტელეგრამაზე პროექტის დეტალების მისაღებად ამ ლინკის საშუალებით https t me Mayaryan
,,ეს კიდე ლაპარაკობს
,,ივანამ რაო არაოო აღარ მინდიხაროო თუ საცა არა ჯობს გაცლა ჯობსოო მოკლედ კარგი მსახიობები ხართ მაგრამ ივანაც მაგარი რეჟისორია
,,
,,შეიძლება არ მოგწონდეთ ან არ გიყვარდეთ პრეზიდენტი სალომე ზურაბიშვილი ეს სავალდებულოც არაა მაგრამ ასეთი კომენტარების ავტორებს ნიკოს დედის თუ არა თქვენი საკუთარი დედების არ გრცხვენიათ დედას მოუკლეს უდანაშაულო უჭკვიანესი შვილი რომლის მსგავსებმა საქართველოს მომავალი უნდა შესცვალონ
,,ასეთი დედის გაზრდილი შვილი სხვანაირი ვერც იქნებოდა ნიკო
,,ნათელი მას და მათ სულებს თუმცა ერის მთავარ სარდალო ზემო რაჭაში კერძოდ მზის ქალაქ ონში ჯანდაცვის სფეროსაც სათანადოთ მოხედო ორდენის ხალხი აქრო გვყავს ისე უნდაა
,,Ras blukunob rais prezideti xar heni blukuna dedas heveci
,,ნიკოს სახელს ნუ ეპოტინება
,,ვის ატყუებს ბორიამ დაარიგა
,,Neta tu gebulobt amis laparaks
,,მონა ხარ ჩვეულებრივი შენი ერთი სიტყვის არ მჯერა არაქალო
0,0,წარმატებები ქალბატონ სალომეს
1,0,ჯოჯოხეთის კარიბჭე გელოდება შე ეშმაკის ნაშიერო
,,ნიკოს სული უფალმა განათლოს ეს ბიჭი არასოდეს მოკვდება სულ ცოცხალი იქნება მისი ლამაზი სული ესეთი ბიჭები არასოდეს მიეცემა დავიწყებას
1,1,ყველა დროის სამარცხვინო ქალი ხარ ყველა მხრივ
,,ნიკო მომავლის ბიჭი
,,Amxela amags nu gaatan nagavs margvelashvili darwmunebuli var titebs ikvnets rom ar gaaketa gasaketebeli tqvenc igives nu gaimeorebt exla gaqvs sworet didi shansi am dros verasodes daabruneb dasvi wertili tavisufleba
1,0,მაიმუნი დედაკაცი ფარისეველი
1,1,სამარცხვინო ქალი შვილების კეთილდღეობისთვის ქვეყნის გამყიდველი
1,0,საზიზღარო
,,თქვენ ბრძანდებით საქართველოს პრეზიდებტი და ბოლო წუთამდე უნდა იბრძოლოთ საქართველოსთლიანობისა და სუვერენიტეტისთვის
,,ვერ უნდა გაესწრო შენებს
,,ამდენი ხანია უსმენ რას ამბობს რის თქმა უნდა ამ უბედურს ვინმემ იცის ვერაფერი ვერ გავიგე
,,ნიკოვ
,,ნიკოს დედიკო ნიკო ყველა ქართველის ტკივილია
,,სალომე ზურაბიშვილი Salome Zourabichvili Freesaakashvili
1,0,ძუკნა
1,1,მაკო შუბლაძე მალე ჩაძაღლდები ფუ ღორი
,,თემა მე შენს ყველაფერს შევეცი
,,Angelina Lomtadze სირცხვილი ისაა რომ ზოგიერთი გადაგვარებული ქართველი ქალი გათახსირებულ მეცოცხეებს ყვარობს და აპრავებს
,,დედოფალო უნდა გეთქვა
,,ხათუნა გრიგოლია იმაზე დიდი მოღალატეები რუსების აგენტები რომ სხედან პარლამენტში იქიდან დაგეწყოთ ჯობდა
,,Eto Qurtsikidze მე ნამდვილად აღფრთოვანებული ვარ შენი პროფილით და პიროვნებით ასევე აღფრთოვანებული ვარ იუმორის გრძნობით ჩვეულებრივ არ ვწერ ხალხს აქ მაგრამ ვფიქრობ რომ შენ ამას იმსახურებ ძალიან მინდა ვიყო შენი მეგობარი მეგობრობის თხოვნა გამომიგზავნეთ რომ დავმეგობრდეთ მადლობა და ღმერთმა დაგლოცოთ
,,Lali Xecuriani ის კომენტარებია რასაც იმსახურებს ზურაბიშვილი
1,1,რას დაგვჩხავი რეზიდენტო დედაკაცო შენ რომ მოკვდები რაც ახლა ხარ ის დარჩები არაფერი მივემატება ხარ აგენტი და დარჩები აგენტათ ხალხს ეზიზღები
,,გამზადე ვალიცა
,,წადი წადი წადი
,,malee zadii jobiaa
,,სირცხვილით როგორ ლაპარაკობს უსირცხვილო დედაბერი შენი საქ ციელით გულს ვერ მოუგებ ქართველ ხალხსმანჩო
,,მოხვედით მონა მიდიხართ მონათა მონა
,,
1,0,შე ნაგავო მკვდარ ბავშვს მაინც ეცი პატივი და სერიოზულად მაინც მოიქეცი პოლიტიკით რო იწყებ
,,შენ პრეზიდენდატ რაგინდა შენ ვინც მხარს დაგიჩერს იმატი მარტლაც რავვტქვი პრეზიდენტი კიარა სასაცილო ქალი ხარტ სალომე კიდე კარგი რო ხვდები ბოლო გამოსვლააა ტქვენი იმბიჩმენტი კიარა საქარტველოში გასაჩერებელოც კი არახარტ დოუნახავო პრეზიდენტო
,,https t me Octafxtrqd
,,ახალი პრეზიდენტი ჭირდება
,,
1,0,ox sheni arakartveli syli movtkan
,,ნიკო
,,გადაშენდი აქედან
,,ახვიე საიდანას მოხვედი ნაცონარო
,,იდი ნა კლე ქალო
,,ბიძინა რო არა ცხოვრებაში ხმას როგორ მოქცემდი გამყიდველო ქადჟო
,,
,,გათხარე რეზიდენტი აბა ვნახოთ რას დააბრეხვებს ეგრე როგორ უნდა გაგეხადა საქმე რომ ძაღლის ფასიც არახარ წყეულო და გაგდებენ ძაღლზე უარესად
1,1,მერე შე ბებერო ნათლიტყანიაბოზო აახვიე შენი ნაბოზარი ოჯახი მოტყნას რობიზონას ბიჭმა გიამ ვის რა ყლედ სჭირდები დაგ ნ პრეზერვატივით
1,0,უნდა გააჯვა ჩვენი სამშობლოდან შე ახვარო თავხეფო პუტჩისტების დედოფალო
,,იზა
,,ოხ როგორ შევცდი შენს აჩევაში მაგრამ არჩევანი აღარ დაგვრჩა ვაშაძის არჩევას ისევ შენ გარჩიეთ მაგრამ ამდენი ბოროტება შეიძლება მას არც ჩაედინა
,,აგენტი
,,
,,ნიკო კვარაცხელიას ღმერთმა სასუფეველი დაუმკვიდროს მაგრამ თქვენი მხრიდან უზნეობაა ერთ გარდაცვლილ ღირსეულ ახალგაზრდას პატივს მიაგებდეთ და მეორე ახალგაზრდის მკვლელს ციხიდან შეწყალებით უშვებდეთ https palitranews ge video davit otxmezuris axlobeli giorgi otxmezuris ojaxs zurgshi dana chaartqa am xelisuplebam zurabishvilma gonierebas mouxmos
0,0,დედა
0,0,წარმატებები ქალბატონო პრეზიდენტო მეამაყებით
,,დავაი რააააა
,,ნათელი მის სულს დასანანია ასეთი ახალგაზრდის სიკვდილი
,,მეგობრებო ადამიანს ხომ უნდა გააჩნდეს პრინციპები ხომ უნდა გააჩნდეს რაღაც ღირებულებები ხომ არ შეიძლება ნებისმიერ ჩამოუდგე და მის დამოძღვრას უსმინო ზელენსკიმ რომ აქციაზე მოგვმართა თბილისში შეკრებილებს ეს ქალიც გამოვიდა ეკრანზე ხალხი ტაშს უკრავდა მე მაშინ დავტოვე აქცია არ მომისმენია ნუთუ შეიძლება ამ ვითომ პრეზიდენტს უსმინოთ ადამიანს რომელმაც საკუთარ სამშობლოს ბრალი დასდო ომის დაწყებაში რუსეთის იმპერიაც არ აღიარებს რომ ომი აქცს უკრაინასთან სპეცოპერაციას არქმევს დაფიქრდით ვის უდგეხართ გვერდით
